References,ID,Phylum,Class,Order,Family,Genus,Species,Habitat,Temp,Volume,Growth,Lat,Lon
Thomas (1966),154,Dinoflagellata,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Gymnodinium,Gymnodinium isolate 581 (probably G. simplex),Marine,32,567,0,9.81,-89.24
Thomas (1966),154,Dinoflagellata,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Gymnodinium,Gymnodinium isolate 581 (probably G. simplex),Marine,32,567,0,9.81,-89.24
Thomas (1966),155,Dinoflagellata,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Gymnodinium,Gymnodinium isolate 582 (probably G. simplex),Marine,15,567,0,14.67,-96.98
Thomas (1966),155,Dinoflagellata,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Gymnodinium,Gymnodinium isolate 582 (probably G. simplex),Marine,15,567,0,14.67,-96.98
Thomas (1966),155,Dinoflagellata,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Gymnodinium,Gymnodinium isolate 582 (probably G. simplex),Marine,15,567,0,14.67,-96.98
Thomas (1966),155,Dinoflagellata,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Gymnodinium,Gymnodinium isolate 582 (probably G. simplex),Marine,15,567,0,14.67,-96.98
Thomas (1966),155,Dinoflagellata,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Gymnodinium,Gymnodinium isolate 582 (probably G. simplex),Marine,19,567,0.61,14.67,-96.98
Thomas (1966),155,Dinoflagellata,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Gymnodinium,Gymnodinium isolate 582 (probably G. simplex),Marine,19,567,0.64,14.67,-96.98
Thomas (1966),155,Dinoflagellata,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Gymnodinium,Gymnodinium isolate 582 (probably G. simplex),Marine,19,567,0.78,14.67,-96.98
Thomas (1966),155,Dinoflagellata,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Gymnodinium,Gymnodinium isolate 582 (probably G. simplex),Marine,19,567,0.81,14.67,-96.98
Thomas (1966),155,Dinoflagellata,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Gymnodinium,Gymnodinium isolate 582 (probably G. simplex),Marine,23,567,0.98,14.67,-96.98
Thomas (1966),155,Dinoflagellata,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Gymnodinium,Gymnodinium isolate 582 (probably G. simplex),Marine,23,567,1.01,14.67,-96.98
Thomas (1966),155,Dinoflagellata,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Gymnodinium,Gymnodinium isolate 582 (probably G. simplex),Marine,23,567,1.11,14.67,-96.98
Thomas (1966),155,Dinoflagellata,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Gymnodinium,Gymnodinium isolate 582 (probably G. simplex),Marine,23,567,1.17,14.67,-96.98
Thomas (1966),155,Dinoflagellata,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Gymnodinium,Gymnodinium isolate 582 (probably G. simplex),Marine,27,567,1,14.67,-96.98
Thomas (1966),155,Dinoflagellata,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Gymnodinium,Gymnodinium isolate 582 (probably G. simplex),Marine,27,567,1.06,14.67,-96.98
Thomas (1966),155,Dinoflagellata,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Gymnodinium,Gymnodinium isolate 582 (probably G. simplex),Marine,27,567,1.07,14.67,-96.98
Thomas (1966),155,Dinoflagellata,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Gymnodinium,Gymnodinium isolate 582 (probably G. simplex),Marine,27,567,1.16,14.67,-96.98
Thomas (1966),155,Dinoflagellata,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Gymnodinium,Gymnodinium isolate 582 (probably G. simplex),Marine,30,567,0.67,14.67,-96.98
Thomas (1966),155,Dinoflagellata,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Gymnodinium,Gymnodinium isolate 582 (probably G. simplex),Marine,30,567,0.68,14.67,-96.98
Thomas (1966),155,Dinoflagellata,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Gymnodinium,Gymnodinium isolate 582 (probably G. simplex),Marine,30,567,0.83,14.67,-96.98
Thomas (1966),155,Dinoflagellata,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Gymnodinium,Gymnodinium isolate 582 (probably G. simplex),Marine,30,567,0.83,14.67,-96.98
Thomas (1966),155,Dinoflagellata,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Gymnodinium,Gymnodinium isolate 582 (probably G. simplex),Marine,33,567,0,14.67,-96.98
Thomas (1966),155,Dinoflagellata,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Gymnodinium,Gymnodinium isolate 582 (probably G. simplex),Marine,33,567,0,14.67,-96.98
Thomas (1966),155,Dinoflagellata,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Gymnodinium,Gymnodinium isolate 582 (probably G. simplex),Marine,33,567,0,14.67,-96.98
Thomas (1966),155,Dinoflagellata,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Gymnodinium,Gymnodinium isolate 582 (probably G. simplex),Marine,33,567,0,14.67,-96.98
Nagasoe et al. (2006),156,Dinoflagellata,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Gyrodinium,Gyrodinium instriatum,Marine,10,24800,0.06,,
Nagasoe et al. (2006),156,Dinoflagellata,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Gyrodinium,Gyrodinium instriatum,Marine,15,24800,0.21,,
Nagasoe et al. (2006),156,Dinoflagellata,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Gyrodinium,Gyrodinium instriatum,Marine,20,24800,0.38,,
Nagasoe et al. (2006),156,Dinoflagellata,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Gyrodinium,Gyrodinium instriatum,Marine,25,24800,0.49,,
Nagasoe et al. (2006),156,Dinoflagellata,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Gyrodinium,Gyrodinium instriatum,Marine,30,24800,0.43,,
Moss (1973),157,Chlorophyta,Chlorophyceae,Volvocales,Haematococcaceae,Haematococcus,Haematococcus droebakensis,Freshwater,4,9140,0.24,,
Moss (1973),157,Chlorophyta,Chlorophyceae,Volvocales,Haematococcaceae,Haematococcus,Haematococcus droebakensis,Freshwater,10,9140,0.34,,
Moss (1973),157,Chlorophyta,Chlorophyceae,Volvocales,Haematococcaceae,Haematococcus,Haematococcus droebakensis,Freshwater,14,9140,0.3,,
Moss (1973),157,Chlorophyta,Chlorophyceae,Volvocales,Haematococcaceae,Haematococcus,Haematococcus droebakensis,Freshwater,20,9140,0.52,,
Moss (1973),157,Chlorophyta,Chlorophyceae,Volvocales,Haematococcaceae,Haematococcus,Haematococcus droebakensis,Freshwater,24,9140,0.39,,
Moss (1973),157,Chlorophyta,Chlorophyceae,Volvocales,Haematococcaceae,Haematococcus,Haematococcus droebakensis,Freshwater,30,9140,0.3,,
Moss (1973),157,Chlorophyta,Chlorophyceae,Volvocales,Haematococcaceae,Haematococcus,Haematococcus droebakensis,Freshwater,32,9140,0,,
Fan et al. (1994),158,Chlorophyta,Chlorophyceae,Volvocales,Haematococcaceae,Haematococcus,Haematococcus pluvialis,Freshwater,20,65.5,0.91,,
Fan et al. (1994),158,Chlorophyta,Chlorophyceae,Volvocales,Haematococcaceae,Haematococcus,Haematococcus pluvialis,Freshwater,22,65.5,1.15,,
Fan et al. (1994),158,Chlorophyta,Chlorophyceae,Volvocales,Haematococcaceae,Haematococcus,Haematococcus pluvialis,Freshwater,25,65.5,1.26,,
Fan et al. (1994),158,Chlorophyta,Chlorophyceae,Volvocales,Haematococcaceae,Haematococcus,Haematococcus pluvialis,Freshwater,28,65.5,1.28,,
Fan et al. (1994),158,Chlorophyta,Chlorophyceae,Volvocales,Haematococcaceae,Haematococcus,Haematococcus pluvialis,Freshwater,31,65.5,0.68,,
Fan et al. (1994),158,Chlorophyta,Chlorophyceae,Volvocales,Haematococcaceae,Haematococcus,Haematococcus pluvialis,Freshwater,33,65.5,0,,
Chin et al. (1965),159,Bacillariophyta,Bacillariophyceae,Lithodesmiales,Lithodesmiaceae,Helicotheca,Helicotheca tamesis,Marine,10,66700,0.04,24.49,118.11
Chin et al. (1965),159,Bacillariophyta,Bacillariophyceae,Lithodesmiales,Lithodesmiaceae,Helicotheca,Helicotheca tamesis,Marine,15,66700,0.5,24.49,118.11
Chin et al. (1965),159,Bacillariophyta,Bacillariophyceae,Lithodesmiales,Lithodesmiaceae,Helicotheca,Helicotheca tamesis,Marine,20,66700,0.69,24.49,118.11
Chin et al. (1965),159,Bacillariophyta,Bacillariophyceae,Lithodesmiales,Lithodesmiaceae,Helicotheca,Helicotheca tamesis,Marine,25,66700,0.92,24.49,118.11
Chin et al. (1965),159,Bacillariophyta,Bacillariophyceae,Lithodesmiales,Lithodesmiaceae,Helicotheca,Helicotheca tamesis,Marine,30,66700,0.53,24.49,118.11
Throndsen (1976),160,Dinoflagellata,Dinophyceae,Peridiniales,Heterocapsaceae,Heterocapsa,Heterocapsa rotundata,Marine,5,102,0.49,59.45,10.52
Throndsen (1976),160,Dinoflagellata,Dinophyceae,Peridiniales,Heterocapsaceae,Heterocapsa,Heterocapsa rotundata,Marine,10,102,0.97,59.45,10.52
Throndsen (1976),160,Dinoflagellata,Dinophyceae,Peridiniales,Heterocapsaceae,Heterocapsa,Heterocapsa rotundata,Marine,20,102,1.46,59.45,10.52
Throndsen (1976),160,Dinoflagellata,Dinophyceae,Peridiniales,Heterocapsaceae,Heterocapsa,Heterocapsa rotundata,Marine,25,102,0.76,59.45,10.52
Throndsen (1976),160,Dinoflagellata,Dinophyceae,Peridiniales,Heterocapsaceae,Heterocapsa,Heterocapsa rotundata,Marine,29,102,0.13,59.45,10.52
Aelion (1985),161,Dinoflagellata,Dinophyceae,Peridiniales,Peridiniaceae,Heterocapsa,Heterocapsa triquetra,Marine,8,1950,0.46,,
Aelion (1985),161,Dinoflagellata,Dinophyceae,Peridiniales,Peridiniaceae,Heterocapsa,Heterocapsa triquetra,Marine,11,1700,0.56,,
Aelion (1985),161,Dinoflagellata,Dinophyceae,Peridiniales,Peridiniaceae,Heterocapsa,Heterocapsa triquetra,Marine,16,1420,0.85,,
Aelion (1985),161,Dinoflagellata,Dinophyceae,Peridiniales,Peridiniaceae,Heterocapsa,Heterocapsa triquetra,Marine,19,1370,0.85,,
Aelion (1985),161,Dinoflagellata,Dinophyceae,Peridiniales,Peridiniaceae,Heterocapsa,Heterocapsa triquetra,Marine,21,1380,0.82,,
Throndsen (1976),162,Chlorophyta,Prasinophyceae,Chlorodendrales,Chlorodendraceae,Heteromastix,Heteromastix pyriformis,Marine,8,113,0.7,69.66,18.98
Throndsen (1976),162,Chlorophyta,Prasinophyceae,Chlorodendrales,Chlorodendraceae,Heteromastix,Heteromastix pyriformis,Marine,15,113,1.22,69.66,18.98
Throndsen (1976),162,Chlorophyta,Prasinophyceae,Chlorodendrales,Chlorodendraceae,Heteromastix,Heteromastix pyriformis,Marine,22,113,1.31,69.66,18.98
Throndsen (1976),162,Chlorophyta,Prasinophyceae,Chlorodendrales,Chlorodendraceae,Heteromastix,Heteromastix pyriformis,Marine,28,113,0.05,69.66,18.98
Ono (2000),163,Ochrophyta,Raphidophyceae,Chattonellales,Chattonellaceae,Heterosigma,Heterosigma akashiwo,Marine,10,905,0.36,34.5,134.58
Ono (2000),163,Ochrophyta,Raphidophyceae,Chattonellales,Chattonellaceae,Heterosigma,Heterosigma akashiwo,Marine,15,905,0.38,34.5,134.58
Ono (2000),163,Ochrophyta,Raphidophyceae,Chattonellales,Chattonellaceae,Heterosigma,Heterosigma akashiwo,Marine,20,905,0.55,34.5,134.58
Ono (2000),163,Ochrophyta,Raphidophyceae,Chattonellales,Chattonellaceae,Heterosigma,Heterosigma akashiwo,Marine,25,905,1.01,34.5,134.58
Ono (2000),163,Ochrophyta,Raphidophyceae,Chattonellales,Chattonellaceae,Heterosigma,Heterosigma akashiwo,Marine,30,905,0.74,34.5,134.58
Montagnes and Franklin (2001),164,Haptophyta,Coccolithophyceae,Isochrysidales,Isochrysidaceae,Isochrysis,Isochrysis galbana,Marine,13,128,0.62,,
Montagnes and Franklin (2001),164,Haptophyta,Coccolithophyceae,Isochrysidales,Isochrysidaceae,Isochrysis,Isochrysis galbana,Marine,16,70,0.68,,
Montagnes and Franklin (2001),164,Haptophyta,Coccolithophyceae,Isochrysidales,Isochrysidaceae,Isochrysis,Isochrysis galbana,Marine,20,70,0.7,,
Montagnes and Franklin (2001),164,Haptophyta,Coccolithophyceae,Isochrysidales,Isochrysidaceae,Isochrysis,Isochrysis galbana,Marine,24,55,0.72,,
Renaud et al. (1995),165,Haptophyta,Coccolithophyceae,Isochrysidales,Isochrysidaceae,Isochrysis,"Isochrysis galbana clone T-ISO, NEPCC 601",Marine,10,59,0.09,-14.88,-148.67
Renaud et al. (1995),165,Haptophyta,Coccolithophyceae,Isochrysidales,Isochrysidaceae,Isochrysis,"Isochrysis galbana clone T-ISO, NEPCC 601",Marine,15,59,0.36,-14.88,-148.67
Renaud et al. (1995),165,Haptophyta,Coccolithophyceae,Isochrysidales,Isochrysidaceae,Isochrysis,"Isochrysis galbana clone T-ISO, NEPCC 601",Marine,20,59,0.55,-14.88,-148.67
Renaud et al. (1995),165,Haptophyta,Coccolithophyceae,Isochrysidales,Isochrysidaceae,Isochrysis,"Isochrysis galbana clone T-ISO, NEPCC 601",Marine,25,59,0.69,-14.88,-148.67
Renaud et al. (1995),165,Haptophyta,Coccolithophyceae,Isochrysidales,Isochrysidaceae,Isochrysis,"Isochrysis galbana clone T-ISO, NEPCC 601",Marine,30,59,0.69,-14.88,-148.67
Renaud et al. (1995),165,Haptophyta,Coccolithophyceae,Isochrysidales,Isochrysidaceae,Isochrysis,"Isochrysis galbana clone T-ISO, NEPCC 601",Marine,35,59,0.02,-14.88,-148.67
Renaud et al. (2002),166,Haptophyta,Coccolithophyceae,Isochrysidales,Isochrysidaceae,Isochrysis,"Isochrysis galbana clone T-ISO, NEPCC 601",Marine,25,59,0.81,-14.88,-148.67
Renaud et al. (2002),166,Haptophyta,Coccolithophyceae,Isochrysidales,Isochrysidaceae,Isochrysis,"Isochrysis galbana clone T-ISO, NEPCC 601",Marine,27,59,0.97,-14.88,-148.67
Renaud et al. (2002),166,Haptophyta,Coccolithophyceae,Isochrysidales,Isochrysidaceae,Isochrysis,"Isochrysis galbana clone T-ISO, NEPCC 601",Marine,30,59,0.89,-14.88,-148.67
Renaud et al. (2002),166,Haptophyta,Coccolithophyceae,Isochrysidales,Isochrysidaceae,Isochrysis,"Isochrysis galbana clone T-ISO, NEPCC 601",Marine,33,59,0.68,-14.88,-148.67
Renaud et al. (2002),166,Haptophyta,Coccolithophyceae,Isochrysidales,Isochrysidaceae,Isochrysis,"Isochrysis galbana clone T-ISO, NEPCC 601",Marine,35,59,0,-14.88,-148.67
Thompson et al. (1992),167,Haptophyta,Coccolithophyceae,Isochrysidales,Isochrysidaceae,Isochrysis,Isochrysis galbana,Marine,10,59,0.5,,
Thompson et al. (1992),167,Haptophyta,Coccolithophyceae,Isochrysidales,Isochrysidaceae,Isochrysis,Isochrysis galbana,Marine,10,59,0.55,,
Thompson et al. (1992),167,Haptophyta,Coccolithophyceae,Isochrysidales,Isochrysidaceae,Isochrysis,Isochrysis galbana,Marine,10,59,0.59,,
Thompson et al. (1992),167,Haptophyta,Coccolithophyceae,Isochrysidales,Isochrysidaceae,Isochrysis,Isochrysis galbana,Marine,15,59,0.18,,
Thompson et al. (1992),167,Haptophyta,Coccolithophyceae,Isochrysidales,Isochrysidaceae,Isochrysis,Isochrysis galbana,Marine,15,59,1.31,,
Thompson et al. (1992),167,Haptophyta,Coccolithophyceae,Isochrysidales,Isochrysidaceae,Isochrysis,Isochrysis galbana,Marine,17,59,0.39,,
Thompson et al. (1992),167,Haptophyta,Coccolithophyceae,Isochrysidales,Isochrysidaceae,Isochrysis,Isochrysis galbana,Marine,20,59,0.56,,
Thompson et al. (1992),167,Haptophyta,Coccolithophyceae,Isochrysidales,Isochrysidaceae,Isochrysis,Isochrysis galbana,Marine,20,59,0.6,,
Thompson et al. (1992),167,Haptophyta,Coccolithophyceae,Isochrysidales,Isochrysidaceae,Isochrysis,Isochrysis galbana,Marine,20,59,0.63,,
Thompson et al. (1992),167,Haptophyta,Coccolithophyceae,Isochrysidales,Isochrysidaceae,Isochrysis,Isochrysis galbana,Marine,20,59,0.81,,
Thompson et al. (1992),167,Haptophyta,Coccolithophyceae,Isochrysidales,Isochrysidaceae,Isochrysis,Isochrysis galbana,Marine,25,59,1.36,,
Thompson et al. (1992),167,Haptophyta,Coccolithophyceae,Isochrysidales,Isochrysidaceae,Isochrysis,Isochrysis galbana,Marine,25,59,1.9,,
Thompson et al. (1992),167,Haptophyta,Coccolithophyceae,Isochrysidales,Isochrysidaceae,Isochrysis,Isochrysis galbana,Marine,25,59,1.96,,
Hobson (1974),168,Haptophyta,Coccolithophyceae,Isochrysidales,Isochrysidaceae,Isochrysis,"Isochrysis galbana strain CCMP1323, Iso.",Marine,10,85,0.93,54.09,-4.77
Hobson (1974),168,Haptophyta,Coccolithophyceae,Isochrysidales,Isochrysidaceae,Isochrysis,"Isochrysis galbana strain CCMP1323, Iso.",Marine,15,85,1.3,54.09,-4.77
Hobson (1974),168,Haptophyta,Coccolithophyceae,Isochrysidales,Isochrysidaceae,Isochrysis,"Isochrysis galbana strain CCMP1323, Iso.",Marine,20,85,1.9,54.09,-4.77
Hobson (1974),168,Haptophyta,Coccolithophyceae,Isochrysidales,Isochrysidaceae,Isochrysis,"Isochrysis galbana strain CCMP1323, Iso.",Marine,25,85,3.5,54.09,-4.77
Renaud et al. (1995),169,Haptophyta,Coccolithophyceae,Isochrysidales,Isochrysidaceae,Isochrysis,Isochrysis sp. strain PS11,Marine,10,85,0.11,-18.51,121.8
Renaud et al. (1995),169,Haptophyta,Coccolithophyceae,Isochrysidales,Isochrysidaceae,Isochrysis,Isochrysis sp. strain PS11,Marine,15,85,0.27,-18.51,121.8
Renaud et al. (1995),169,Haptophyta,Coccolithophyceae,Isochrysidales,Isochrysidaceae,Isochrysis,Isochrysis sp. strain PS11,Marine,20,85,0.55,-18.51,121.8
Renaud et al. (1995),169,Haptophyta,Coccolithophyceae,Isochrysidales,Isochrysidaceae,Isochrysis,Isochrysis sp. strain PS11,Marine,25,85,0.4,-18.51,121.8
Renaud et al. (1995),169,Haptophyta,Coccolithophyceae,Isochrysidales,Isochrysidaceae,Isochrysis,Isochrysis sp. strain PS11,Marine,30,85,0.34,-18.51,121.8
Renaud et al. (1995),169,Haptophyta,Coccolithophyceae,Isochrysidales,Isochrysidaceae,Isochrysis,Isochrysis sp. strain PS11,Marine,35,85,0.13,-18.51,121.8
McKay et al. (2006),170,Dinoflagellata,Dinophyceae,Gymnodiniales,Kareniaceae,Karenia,Karenia brevis strain MAN,Marine,13,603,0,27.01,-82.42
McKay et al. (2006),170,Dinoflagellata,Dinophyceae,Gymnodiniales,Kareniaceae,Karenia,Karenia brevis strain MAN,Marine,17,603,0.12,27.01,-82.42
McKay et al. (2006),170,Dinoflagellata,Dinophyceae,Gymnodiniales,Kareniaceae,Karenia,Karenia brevis strain MAN,Marine,19,603,0.14,27.01,-82.42
McKay et al. (2006),170,Dinoflagellata,Dinophyceae,Gymnodiniales,Kareniaceae,Karenia,Karenia brevis strain MAN,Marine,21,603,0.14,27.01,-82.42
McKay et al. (2006),170,Dinoflagellata,Dinophyceae,Gymnodiniales,Kareniaceae,Karenia,Karenia brevis strain MAN,Marine,23,603,0.16,27.01,-82.42
McKay et al. (2006),170,Dinoflagellata,Dinophyceae,Gymnodiniales,Kareniaceae,Karenia,Karenia brevis strain MAN,Marine,25,603,0.15,27.01,-82.42
McKay et al. (2006),170,Dinoflagellata,Dinophyceae,Gymnodiniales,Kareniaceae,Karenia,Karenia brevis strain MAN,Marine,27,603,0.02,27.01,-82.42
McKay et al. (2006),170,Dinoflagellata,Dinophyceae,Gymnodiniales,Kareniaceae,Karenia,Karenia brevis strain MAN,Marine,30,603,0,27.01,-82.42
McKay et al. (2006),171,Dinoflagellata,Dinophyceae,Gymnodiniales,Kareniaceae,Karenia,Karenia brevis strain APA,Marine,13,603,0.04,29.71,-84.98
McKay et al. (2006),171,Dinoflagellata,Dinophyceae,Gymnodiniales,Kareniaceae,Karenia,Karenia brevis strain APA,Marine,17,603,0.12,29.71,-84.98
McKay et al. (2006),171,Dinoflagellata,Dinophyceae,Gymnodiniales,Kareniaceae,Karenia,Karenia brevis strain APA,Marine,19,603,0.15,29.71,-84.98
McKay et al. (2006),171,Dinoflagellata,Dinophyceae,Gymnodiniales,Kareniaceae,Karenia,Karenia brevis strain APA,Marine,21,603,0.2,29.71,-84.98
McKay et al. (2006),171,Dinoflagellata,Dinophyceae,Gymnodiniales,Kareniaceae,Karenia,Karenia brevis strain APA,Marine,23,603,0.18,29.71,-84.98
McKay et al. (2006),171,Dinoflagellata,Dinophyceae,Gymnodiniales,Kareniaceae,Karenia,Karenia brevis strain APA,Marine,25,603,0.22,29.71,-84.98
McKay et al. (2006),171,Dinoflagellata,Dinophyceae,Gymnodiniales,Kareniaceae,Karenia,Karenia brevis strain APA,Marine,27,603,0.16,29.71,-84.98
McKay et al. (2006),171,Dinoflagellata,Dinophyceae,Gymnodiniales,Kareniaceae,Karenia,Karenia brevis strain APA,Marine,30,603,0.08,29.71,-84.98
Yamaguchi (1989),172,Dinoflagellata,Dinophyceae,Gymnodiniales,Kareniaceae,Karenia,Karenia mikimotoi,Marine,10,8143,0.11,33.81,131.34
Yamaguchi (1989),172,Dinoflagellata,Dinophyceae,Gymnodiniales,Kareniaceae,Karenia,Karenia mikimotoi,Marine,15,8143,0.25,33.81,131.34
Yamaguchi (1989),172,Dinoflagellata,Dinophyceae,Gymnodiniales,Kareniaceae,Karenia,Karenia mikimotoi,Marine,20,8143,0.41,33.81,131.34
Yamaguchi (1989),172,Dinoflagellata,Dinophyceae,Gymnodiniales,Kareniaceae,Karenia,Karenia mikimotoi,Marine,25,8143,0.63,33.81,131.34
Yamaguchi (1989),172,Dinoflagellata,Dinophyceae,Gymnodiniales,Kareniaceae,Karenia,Karenia mikimotoi,Marine,30,8143,0.37,33.81,131.34
Nielsen (1996),173,Dinoflagellata,Dinophyceae,Gymnodiniales,Kareniaceae,Karlodinium,Karlodinium veneficum strain KT76E,Marine,7,808,0.19,59.45,10.52
Nielsen (1996),173,Dinoflagellata,Dinophyceae,Gymnodiniales,Kareniaceae,Karlodinium,Karlodinium veneficum strain KT76E,Marine,10,808,0.21,59.45,10.52
Nielsen (1996),173,Dinoflagellata,Dinophyceae,Gymnodiniales,Kareniaceae,Karlodinium,Karlodinium veneficum strain KT76E,Marine,15,808,0.38,59.45,10.52
Nielsen (1996),173,Dinoflagellata,Dinophyceae,Gymnodiniales,Kareniaceae,Karlodinium,Karlodinium veneficum strain KT76E,Marine,20,808,0.47,59.45,10.52
Nielsen (1996),173,Dinoflagellata,Dinophyceae,Gymnodiniales,Kareniaceae,Karlodinium,Karlodinium veneficum strain KT76E,Marine,24,808,0.38,59.45,10.52
Teoh et al. (2004),174,Charophyta,Klebsormidiophyceae,Klebsormidiales,Klebsormidiaceae,Klebsormidium,Klebsormidium UMACC 227,Freshwater,4,302,0.08,-66.28,110.48
Teoh et al. (2004),174,Charophyta,Klebsormidiophyceae,Klebsormidiales,Klebsormidiaceae,Klebsormidium,Klebsormidium UMACC 227,Freshwater,6,302,0.17,-66.28,110.48
Teoh et al. (2004),174,Charophyta,Klebsormidiophyceae,Klebsormidiales,Klebsormidiaceae,Klebsormidium,Klebsormidium UMACC 227,Freshwater,9,302,0.14,-66.28,110.48
Teoh et al. (2004),174,Charophyta,Klebsormidiophyceae,Klebsormidiales,Klebsormidiaceae,Klebsormidium,Klebsormidium UMACC 227,Freshwater,14,302,0.25,-66.28,110.48
Teoh et al. (2004),174,Charophyta,Klebsormidiophyceae,Klebsormidiales,Klebsormidiaceae,Klebsormidium,Klebsormidium UMACC 227,Freshwater,20,302,0.16,-66.28,110.48
Teoh et al. (2004),174,Charophyta,Klebsormidiophyceae,Klebsormidiales,Klebsormidiaceae,Klebsormidium,Klebsormidium UMACC 227,Freshwater,30,302,0.03,-66.28,110.48
Vona et al. (2004),175,Chlorophyta,Trebouxiophyceae,Prasiolales,Koliellaceae,Koliella,Koliella antarctica,Marine,5,6.16,0.12,-74.83,164.5
Vona et al. (2004),175,Chlorophyta,Trebouxiophyceae,Prasiolales,Koliellaceae,Koliella,Koliella antarctica,Marine,10,6.16,0.3,-74.83,164.5
Vona et al. (2004),175,Chlorophyta,Trebouxiophyceae,Prasiolales,Koliellaceae,Koliella,Koliella antarctica,Marine,15,6.16,0.3,-74.83,164.5
Vona et al. (2004),175,Chlorophyta,Trebouxiophyceae,Prasiolales,Koliellaceae,Koliella,Koliella antarctica,Marine,20,6.16,0,-74.83,164.5
Baars (1981),176,Bacillariophyta,Mediophyceae,Thalassiosirales,Lauderiaceae,Lauderia,Lauderia annulata,Marine,6,17200,0.55,51.4,3.6
Baars (1981),176,Bacillariophyta,Mediophyceae,Thalassiosirales,Lauderiaceae,Lauderia,Lauderia annulata,Marine,12,16800,1.13,51.4,3.6
Baars (1981),176,Bacillariophyta,Mediophyceae,Thalassiosirales,Lauderiaceae,Lauderia,Lauderia annulata,Marine,16,22300,1.72,51.4,3.6
Baars (1981),176,Bacillariophyta,Mediophyceae,Thalassiosirales,Lauderiaceae,Lauderia,Lauderia annulata,Marine,20,7510,1,51.4,3.6
Baars (1981),176,Bacillariophyta,Mediophyceae,Thalassiosirales,Lauderiaceae,Lauderia,Lauderia annulata,Marine,26,11900,0.52,51.4,3.6
